Customer_ID,Gender,Age,L_O_S,Tariff,Handset
K282180,M,42,27.333333,CAT 100,BS110
K282210,M,29,41.766667,CAT 100,S50
K282230,M,35,51.433333,CAT 100,S50
K282240,F,29,52.133333,CAT 100,WC95
K282250,M,37,27.2,CAT 100,S50
K282270,F,15,29.066667,CAT 100,WC95
K282280,M,36,37.2,CAT 100,BS110
K282290,F,22,27.066667,CAT 100,WC95
K282300,F,25,30.133333,CAT 100,WC95
K282320,F,30,25.733333,CAT 100,WC95
K282330,F,24,53.033333,CAT 100,WC95
K282340,M,45,56.4,CAT 100,S50
K282350,F,46,36.6,CAT 100,BS110
K282360,F,18,17.3,CAT 100,WC95
K282370,F,63,36.766667,CAT 100,BS110
K282390,F,15,33.033333,CAT 100,BS110
K282400,M,14,45.333333,CAT 100,S50
K282410,M,16,26.133333,CAT 100,S50
K282420,F,62,19.666667,CAT 100,WC95
K282430,M,32,46.166667,CAT 100,BS110
K282440,F,24,32.333333,CAT 100,WC95
K282450,M,22,50.566667,CAT 100,S50
K282460,M,19,41.1,CAT 100,S50
K282470,M,35,58.1,CAT 100,S50
K282480,F,36,11.366667,CAT 100,BS110
K282490,F,46,40.466667,CAT 100,WC95
K282520,M,26,50.266667,CAT 100,S50
K282530,F,38,28.733333,CAT 100,WC95
K282540,F,21,32.766667,CAT 100,WC95
K282550,M,60,17.366667,CAT 100,BS110
K282560,M,56,13.566667,CAT 100,BS110
K282570,F,20,57.833333,CAT 100,WC95
K282580,F,24,43.8,CAT 100,WC95
K282600,F,32,28.766667,CAT 100,CAS30
K282610,F,19,38.733333,CAT 100,WC95
K282630,M,67,10.733333,CAT 100,S50
K282640,F,21,32.733333,CAT 100,BS110
K282650,M,28,10.833333,CAT 100,S50
K282660,M,25,30.1,CAT 100,CAS30
K282670,M,35,53.6,CAT 100,S50
K282680,M,14,32.333333,CAT 100,S50
K282690,F,27,35,CAT 100,WC95
K282700,M,12,10.733333,CAT 100,S50
K282720,M,48,57.166667,CAT 100,S50
K282730,M,41,20.033333,CAT 100,BS110
K282740,F,32,34.866667,CAT 100,BS110
K282760,M,39,13.433333,CAT 100,S50
K282770,M,13,20.233333,CAT 100,S50
K282780,F,40,52.933333,CAT 100,BS110
K282790,M,21,15.5,CAT 100,BS110
K282800,F,13,15.8,CAT 100,WC95
K282810,F,44,9.8,CAT 100,WC95
K282820,F,30,37.133333,CAT 100,BS110
K282830,M,72,30.6,CAT 100,S50
K282850,F,56,47.533333,CAT 100,BS110
K282860,M,48,33.466667,CAT 100,S50
K282880,F,14,31.433333,CAT 100,BS110
K282890,M,34,53.433333,CAT 100,BS110
K282920,M,63,14.766667,CAT 100,BS110
K282930,F,28,30.533333,CAT 100,WC95
K282940,M,78,15.366667,CAT 100,S50
K282950,M,56,17.633333,CAT 100,S50
K282960,F,25,35.066667,CAT 100,WC95
K282970,F,30,31.666667,CAT 100,WC95
K282980,F,55,16.433333,CAT 100,BS110
K282990,F,68,50.666667,CAT 100,WC95
K283000,M,58,26.533333,CAT 100,S50
K283010,M,33,30.566667,CAT 100,S50
K283020,M,53,46.9,CAT 100,S50
K283040,F,41,55.5,CAT 100,WC95
K283060,M,35,10.733333,CAT 100,S50
K283080,M,30,17.033333,CAT 100,S50
K283090,F,17,19.533333,CAT 100,WC95
K283100,M,22,17.933333,CAT 100,BS110
K283110,F,17,37.1,CAT 100,WC95
K283120,M,32,56.066667,CAT 100,BS110
K283130,M,15,33.266667,CAT 100,S50
K283140,M,21,56.633333,CAT 100,S50
K283160,M,44,49.966667,CAT 100,S50
K283170,M,33,23.866667,CAT 100,S50
K283190,F,17,30.433333,CAT 100,BS110
K283200,M,33,16.2,CAT 100,BS110
K283210,F,19,15.633333,CAT 100,BS110
K283220,M,18,57.866667,CAT 100,S50
K283230,M,27,38.7,CAT 100,BS110
K283240,M,27,41.766667,CAT 100,BS110
K283250,M,40,47.733333,CAT 100,BS110
K283270,M,43,43.2,CAT 100,S50
K283290,M,28,54.933333,CAT 100,S50
K283300,M,17,18.833333,CAT 100,CAS30
K283320,M,19,42.3,CAT 100,S50
K283330,M,21,30.4,CAT 100,S50
K283350,M,21,14.966667,CAT 100,S50
K283370,M,29,29.333333,CAT 100,S50
K283380,M,24,26.333333,CAT 100,S50
K283390,M,23,47.4,CAT 100,BS110
K283400,F,25,27.7,CAT 100,WC95
K283410,F,25,51.833333,CAT 100,WC95
K283430,F,49,57.033333,CAT 100,WC95
K283440,F,19,53.733333,CAT 100,BS110
K283450,F,21,20.3,CAT 100,CAS30
K283470,F,20,24.033333,CAT 100,BS110
K283480,M,37,18.466667,CAT 100,S50
K283510,M,24,39.233333,CAT 100,S50
K283520,F,21,36.433333,CAT 100,WC95
K283530,M,37,53.966667,CAT 100,S50
K283540,F,16,48.5,CAT 100,BS110
K283560,F,19,46.2,CAT 100,BS110
K283610,F,49,34.6,CAT 100,WC95
K283620,F,54,33.2,CAT 100,WC95
K283640,M,13,33,CAT 100,S50
K283650,F,24,52.633333,CAT 100,WC95
K283670,M,30,11.333333,CAT 100,S50
K283680,F,31,21.4,CAT 100,WC95
K283690,F,27,54.966667,CAT 100,BS110
K283700,F,18,26.4,CAT 100,WC95
K283710,M,16,36.333333,CAT 100,S50
K283720,F,29,37,CAT 100,BS110
K283740,F,25,37.133333,CAT 100,WC95
K283750,F,32,54,CAT 100,WC95
K283760,M,22,48.633333,CAT 100,BS110
K283770,F,27,21.6,CAT 100,WC95
K283790,M,24,22.633333,CAT 100,S50
K283800,F,28,14.4,CAT 100,WC95
K283810,F,27,22,CAT 100,WC95
K283820,F,25,12.033333,CAT 100,WC95
K283830,F,25,52.4,CAT 100,BS110
K283860,M,20,22.433333,CAT 100,BS110
K283880,F,46,17.833333,CAT 100,WC95
K283890,F,16,29.533333,CAT 100,WC95
K283900,F,42,37.433333,CAT 100,WC95
K283910,M,29,12.2,CAT 100,S50
K283920,F,26,33.266667,CAT 100,BS110
K283930,M,19,54.066667,CAT 100,S50
K283940,F,32,21.966667,CAT 100,BS110
K283950,F,28,50.766667,CAT 100,WC95
K283960,F,35,55.733333,CAT 100,WC95
K283970,M,26,25.266667,CAT 100,S50
K283980,M,38,25.366667,CAT 100,S50
K283990,M,60,22.1,CAT 100,S50
K284000,M,13,11.7,CAT 100,S50
K284010,M,37,46.466667,CAT 100,BS110
K284020,M,21,22.133333,CAT 100,S50
K284030,M,17,53.733333,CAT 100,S50
K284050,F,19,19.166667,CAT 100,WC95
K284060,F,22,26.2,CAT 100,BS110
K284070,F,30,37.566667,CAT 100,BS110
K284080,M,13,14.033333,CAT 100,BS110
K284090,M,35,49.7,CAT 100,S50
K284100,F,31,24.733333,CAT 100,BS110
K284110,M,68,53.133333,CAT 100,S50
K284120,F,50,26.933333,CAT 100,CAS30
K284130,M,51,21.366667,CAT 100,S50
K284150,F,29,55.166667,CAT 100,BS110
K284160,F,68,45.133333,CAT 100,BS110
K284170,F,17,35.4,CAT 100,WC95
K284190,M,20,44.466667,CAT 100,BS110
K284200,M,13,45.1,CAT 100,S50
K284210,M,20,11.933333,CAT 100,S50
K284220,F,28,54.833333,CAT 100,WC95
K284230,M,66,53.433333,CAT 100,S50
K284240,F,14,30.966667,CAT 100,BS110
K284250,M,50,12.8,CAT 100,S50
K284280,M,42,47.866667,CAT 100,S50
K284300,M,34,54.7,CAT 100,S50
K284310,M,16,32,CAT 100,BS110
K284320,F,26,22.933333,CAT 100,BS110
K284330,M,31,33.633333,CAT 100,BS110
K284340,M,25,23.366667,CAT 100,S50
K284350,M,14,14.066667,CAT 100,BS110
K284380,M,43,30.633333,CAT 100,S50
K284390,M,47,11.3,CAT 100,S50
K284400,F,33,22,CAT 100,WC95
K284420,M,27,56.6,CAT 100,BS110
K284440,F,13,16.2,CAT 100,WC95
K284450,F,43,31.233333,CAT 100,BS110
K284460,F,26,48.933333,CAT 100,WC95
K284470,F,14,41.766667,CAT 100,BS110
K284480,M,30,13.733333,CAT 100,S50
K284490,M,28,36.766667,CAT 100,S50
K284500,M,29,43.166667,CAT 100,S50
K284530,M,55,44.333333,CAT 100,S50
K284550,F,20,19.133333,CAT 100,WC95
K284570,M,30,10.1,CAT 100,BS110
K284580,M,56,23.966667,CAT 100,BS110
K284590,M,20,11.5,CAT 100,S50
K284610,F,18,43.933333,CAT 100,BS110
K284630,M,48,43.933333,CAT 100,BS110
K284660,F,21,57.466667,CAT 100,WC95
K284670,M,27,23.433333,CAT 100,S50
K284680,M,24,15.533333,CAT 100,BS110
K284690,M,28,52.933333,CAT 100,CAS30
K284700,M,26,33.633333,CAT 100,CAS30
K284730,M,32,46.766667,CAT 100,BS110
K284760,F,45,39.966667,CAT 100,WC95
K284770,M,31,35.2,CAT 100,S50
K284790,M,25,30.833333,CAT 100,S50
K284810,M,36,20.366667,CAT 100,BS110
K284820,F,14,22.7,CAT 100,WC95
K284830,F,25,57.1,CAT 100,WC95
K284840,F,22,15.333333,CAT 100,WC95
K284850,F,23,56.866667,CAT 100,WC95
K284870,F,22,19.033333,CAT 100,WC95
K284880,F,31,50.6,CAT 100,BS110
K284890,F,38,45.3,CAT 100,BS110
K284900,M,59,42.966667,CAT 100,S50
K284910,F,41,34.866667,CAT 100,BS110
K284920,F,18,35.833333,CAT 100,WC95
K284930,M,43,36.7,CAT 100,BS110
K284940,M,26,33.3,CAT 100,S50
K284950,M,26,25.7,CAT 100,S50
K284960,F,26,38.333333,CAT 100,BS110
K284980,F,43,39.266667,CAT 100,WC95
K284990,F,21,54.1,CAT 100,BS110
K285020,F,40,32.633333,CAT 100,WC95
K285030,F,19,38.866667,CAT 100,BS110
K285040,F,24,30.8,CAT 100,WC95
K285060,M,22,13.2,CAT 100,S50
K285070,M,27,13.733333,CAT 100,BS110
K285080,M,47,52.833333,CAT 100,BS110
K285090,M,32,50.7,CAT 100,BS110
K285100,M,35,19.166667,CAT 100,S50
K285120,M,41,44.066667,CAT 100,BS110
K285140,M,33,20.966667,CAT 100,S50
K285150,F,39,14.366667,CAT 100,WC95
K285160,F,48,41.466667,CAT 100,BS110
K285170,F,32,25.933333,CAT 100,WC95
K285190,F,27,55.2,CAT 100,WC95
K285210,M,20,30.6,CAT 100,CAS30
K285220,F,45,47.6,CAT 100,WC95
K285250,M,15,21.233333,CAT 100,S50
K285260,F,37,19.866667,CAT 100,WC95
K285270,F,35,13.833333,CAT 100,WC95
K285280,F,19,28.966667,CAT 100,BS110
K285290,F,14,14.533333,CAT 100,WC95
K285300,M,30,36.4,CAT 100,CAS30
K285310,F,28,33.266667,CAT 100,WC95
K285330,M,51,15.966667,CAT 100,S50
K285350,M,50,42.5,CAT 100,S50
K285360,F,26,36.866667,CAT 100,WC95
K285370,F,28,22.433333,CAT 100,WC95
K285390,M,19,21.233333,CAT 100,BS110
K285400,F,53,52.966667,CAT 100,WC95
K285410,F,40,48.8,CAT 100,WC95
K285420,F,46,18.1,CAT 100,BS110
K285430,F,36,18.9,CAT 100,WC95
K285450,F,17,22.233333,CAT 100,WC95
K285460,M,13,40.133333,CAT 100,S50
K285480,M,20,28.533333,CAT 100,S50
K285520,M,65,35.533333,CAT 100,BS110
K285540,M,28,12.533333,CAT 100,S50
K285550,M,22,12.433333,CAT 100,S50
K285560,F,31,54.9,CAT 100,WC95
K285570,F,40,36.533333,CAT 100,WC95
K285580,M,26,17.9,CAT 100,S50
K285600,M,44,48.833333,CAT 100,BS110
K285640,M,25,26.7,CAT 100,BS110
K285650,M,15,51.266667,CAT 100,S50
K285660,M,14,33.433333,CAT 100,S50
K285670,F,45,14.266667,CAT 100,BS110
K285680,F,28,51.733333,CAT 100,WC95
K285700,M,36,18.333333,CAT 100,BS110
K285720,M,36,30.833333,CAT 100,BS110
K285730,F,12,39.9,CAT 100,WC95
K285740,M,30,16.933333,CAT 100,BS110
K285760,F,48,37.933333,CAT 100,WC95
K285770,F,33,49.633333,CAT 100,CAS30
K285780,M,19,56.5,CAT 100,BS110
K285790,M,23,18.666667,CAT 100,S50
K285800,F,25,26.266667,CAT 100,WC95
K285810,M,28,13.133333,CAT 100,S50
K285830,M,25,55.766667,CAT 100,BS110
K285840,F,33,56.033333,CAT 100,WC95
K285860,F,28,33.3,CAT 100,WC95
K285870,M,13,27.966667,CAT 100,S50
K285880,M,33,42.966667,CAT 100,BS110
K285890,M,22,49.266667,CAT 100,BS110
K285900,M,23,23.133333,CAT 100,S50
K285910,F,28,56.6,CAT 100,WC95
K285930,F,57,25.133333,CAT 100,BS110
K285940,M,21,27.566667,CAT 100,BS110
K285950,F,58,17.1,CAT 100,BS110
K285960,F,27,45.533333,CAT 100,BS110
K285970,M,13,16.966667,CAT 100,CAS30
K285990,F,21,14.833333,CAT 100,WC95
K286000,M,26,50.566667,CAT 100,S50
K286010,M,18,10.2,CAT 100,BS110
K286030,M,37,49.933333,CAT 100,S50
K286070,M,24,41.333333,CAT 100,S50
K286080,M,48,52.8,CAT 100,S50
K286100,F,40,12.266667,CAT 100,BS110
K286110,F,21,14.166667,CAT 100,WC95
K286120,M,42,52.9,CAT 100,S50
K286130,M,38,18.966667,CAT 100,S50
K286140,M,27,49.8,CAT 100,BS110
K286160,M,34,18.6,CAT 100,S50
K286170,F,24,31.466667,CAT 100,BS110
K286180,M,21,22.433333,CAT 100,S50
K286190,F,19,14.966667,CAT 100,WC95
K286200,F,17,14.366667,CAT 100,BS110
K286210,M,64,36.666667,CAT 100,S50
K286220,M,13,28.566667,CAT 100,BS110
K286230,M,74,24.166667,CAT 100,BS110
K286240,M,19,14.966667,CAT 100,BS110
K286260,F,42,41.6,CAT 100,WC95
K286270,F,15,19.933333,CAT 100,WC95
K286290,F,48,31.366667,CAT 100,WC95
K286300,F,22,37.133333,CAT 100,BS110
K286310,M,12,31.4,CAT 100,S50
K286320,F,26,23,CAT 100,BS110
K286330,M,38,48.633333,CAT 100,CAS30
K286340,M,13,28.5,CAT 100,S50
K286350,M,24,44.933333,CAT 100,S50
K286390,M,24,37.933333,CAT 100,BS110
K286400,F,13,27.2,CAT 100,WC95
K286410,M,27,21.3,CAT 100,S50
K286420,F,22,36.333333,CAT 100,BS110
K286440,F,43,17.033333,CAT 100,WC95
K286450,M,37,15.366667,CAT 100,S50
K286460,M,31,41.1,CAT 100,BS110
K286470,M,22,52.4,CAT 100,BS110
K286480,F,17,10.933333,CAT 100,WC95
K286490,F,32,37.5,CAT 100,WC95
K286510,M,45,14.5,CAT 100,CAS30
K286520,F,44,27.266667,CAT 100,WC95
K286530,F,13,16.966667,CAT 100,WC95
K286540,M,46,40.766667,CAT 100,BS110
K286550,M,62,23.633333,CAT 100,BS110
K286570,M,19,56.8,CAT 100,S50
K286580,M,32,47.933333,CAT 100,S50
K286590,F,47,15.333333,CAT 100,WC95
K286600,M,22,33.733333,CAT 100,S50
K286610,M,20,20.166667,CAT 100,S50
K286620,M,27,38.9,CAT 100,S50
K286630,F,48,27.6,CAT 100,WC95
K286640,F,12,30.766667,CAT 100,WC95
K286650,M,52,36.766667,CAT 100,BS110
K286660,M,16,24.333333,CAT 100,S50
K286670,M,16,39.466667,CAT 100,S50
K286690,F,33,25.333333,CAT 100,BS110
K286700,M,78,15.9,CAT 100,BS110
K286710,M,26,44.2,CAT 100,S50
K286720,F,34,50.4,CAT 100,WC95
K286740,M,18,13.133333,CAT 100,BS110
K286760,F,17,20.266667,CAT 100,WC95
K286780,M,24,51.966667,CAT 100,S50
K286790,M,23,20.166667,CAT 100,S50
K286800,F,49,18.8,CAT 100,BS110
K286810,F,13,45.366667,CAT 100,WC95
K286820,M,21,17.966667,CAT 100,S50
K286830,M,31,55.5,CAT 100,S50
K286840,M,29,55.866667,CAT 100,S50
K286850,M,14,18.833333,CAT 100,BS110
K286870,F,15,46.866667,CAT 100,WC95
K286880,F,28,22.433333,CAT 100,WC95
K286900,M,28,57.766667,CAT 100,S50
K286910,F,24,46.566667,CAT 100,WC95
K286930,F,22,22.466667,CAT 100,WC95
K286940,F,18,37.1,CAT 100,WC95
K286950,F,32,9.533333,CAT 100,BS110
K286960,M,17,28.8,CAT 100,S50
K286970,M,17,32.533333,CAT 100,S50
K286980,F,12,42.9,CAT 100,WC95
K287000,M,43,33.6,CAT 100,S50
K287010,F,33,41.866667,CAT 100,WC95
K287020,F,21,55.3,CAT 100,BS110
K287030,F,36,51.3,CAT 100,BS110
K287040,F,53,14.2,CAT 100,WC95
K287050,M,23,21.866667,CAT 100,BS110
K287060,F,21,44.3,CAT 100,CAS30
K287080,F,30,55.833333,CAT 100,WC95
K287090,F,37,51.066667,CAT 100,WC95
K287100,F,54,29.666667,CAT 100,WC95
K287130,M,33,33.4,CAT 100,S50
K287140,M,24,20.9,CAT 100,S50
K287150,M,19,24.6,CAT 100,S50
K287160,F,32,47.633333,CAT 100,BS110
K287180,F,24,31.433333,CAT 100,WC95
K287200,F,39,27.733333,CAT 100,WC95
K287210,M,25,47.2,CAT 100,S50
K287220,M,17,32.8,CAT 100,S50
K287230,M,40,56.133333,CAT 100,S50
K287260,M,19,52.133333,CAT 100,S50
K287270,M,15,50.433333,CAT 100,S50
K287280,F,29,47.2,CAT 100,WC95
K287290,F,40,31.266667,CAT 100,WC95
K287300,M,56,26.533333,CAT 100,BS110
K287310,F,13,35.266667,CAT 100,CAS30
K287340,F,37,57.4,CAT 100,WC95
K287360,M,21,28.333333,CAT 100,S50
K287370,F,23,11.833333,CAT 100,BS110
K287380,M,31,9.8,CAT 100,BS110
K287400,M,36,45.733333,CAT 100,S50
K287410,F,45,49.3,CAT 100,BS110
K287420,M,35,32.4,CAT 100,S50
K287430,M,41,45.7,CAT 100,CAS30
K287440,M,38,10.733333,CAT 100,S50
K287450,F,18,17.933333,CAT 100,WC95
K287460,F,27,45.533333,CAT 100,WC95
K287470,M,58,14.2,CAT 100,BS110
K287480,F,20,16.6,CAT 100,WC95
K287490,M,27,42.6,CAT 100,BS110
K287520,F,28,29.166667,CAT 100,CAS30
K287530,F,25,44.9,CAT 100,WC95
K287540,M,36,47.533333,CAT 100,S50
K287550,F,41,52.233333,CAT 100,WC95
K287570,M,48,19.466667,CAT 100,S50
K287580,M,27,39.266667,CAT 100,S50
K287590,F,15,57.3,CAT 100,BS110
K287610,M,12,56.5,CAT 100,S50
K287620,M,15,36.2,CAT 100,S50
K287640,M,34,25.9,CAT 100,S50
K287650,M,29,22.233333,CAT 100,S50
K287660,M,34,28.733333,CAT 100,S50
K287670,F,15,53.666667,CAT 100,WC95
K287700,M,35,14.533333,CAT 100,BS110
K287710,F,47,43.633333,CAT 100,WC95
K287720,M,18,40.933333,CAT 100,S50
K287730,F,24,10.433333,CAT 100,WC95
K287740,M,17,56.533333,CAT 100,BS110
K287760,F,22,11,CAT 100,WC95
K287800,F,46,47.666667,CAT 100,BS110
K287810,M,47,31.733333,CAT 100,S50
K287820,M,19,22.7,CAT 100,S50
K287830,F,40,25,CAT 100,WC95
K287840,F,25,51.4,CAT 100,BS110
K287870,M,33,19.8,CAT 100,S50
K287880,F,33,52.7,CAT 100,WC95
K287890,M,21,37.466667,CAT 100,BS110
K287900,F,13,36.633333,CAT 100,BS110
K287910,F,14,58.066667,CAT 100,BS110
K287920,F,41,49.233333,CAT 100,BS110
K287930,F,23,21.1,CAT 100,WC95
K287940,F,21,45.866667,CAT 100,CAS30
K287950,F,57,29.233333,CAT 100,BS110
K287970,M,29,44.266667,CAT 100,S50
K287980,M,30,10.533333,CAT 100,S50
K288010,F,34,52.466667,CAT 100,WC95
K288020,M,23,42.966667,CAT 100,BS110
K288070,F,24,38.933333,CAT 100,BS110
K288080,F,25,36.233333,CAT 100,WC95
K288100,M,27,19.1,CAT 100,S50
K288110,M,27,41.4,CAT 100,S50
K288120,M,12,41.433333,CAT 100,BS110
K288140,F,42,43.8,CAT 100,WC95
K288170,M,48,25.433333,CAT 100,S50
K288180,F,21,47.466667,CAT 100,WC95
K288190,F,27,11.8,CAT 100,WC95
K288200,M,17,17.033333,CAT 100,BS110
K288210,M,24,33.2,CAT 100,S50
K288220,M,21,40.366667,CAT 100,BS110
K288250,M,27,42.133333,CAT 100,S50
K288270,F,45,55.6,CAT 100,WC95
K288280,M,28,40.466667,CAT 100,S50
K288300,M,22,43.6,CAT 100,BS110
K288310,F,34,28.566667,CAT 100,BS110
K288320,F,30,43.233333,CAT 100,BS110
K288330,M,52,22.166667,CAT 100,S50
K288350,F,18,18.366667,CAT 100,BS110
K288360,M,49,23.433333,CAT 100,S50
K288370,M,53,46.3,CAT 100,S50
K288380,F,37,35.3,CAT 100,CAS30
K288400,F,13,36.833333,CAT 100,WC95
K288420,F,13,18.633333,CAT 100,WC95
K288430,F,48,44.266667,CAT 100,WC95
K288440,M,41,24.3,CAT 100,CAS30
K288460,F,52,51.466667,CAT 100,BS110
K288470,M,14,46.733333,CAT 100,BS110
K288480,F,23,42.266667,CAT 100,BS110
K288490,M,46,13.6,CAT 100,BS110
K288500,F,34,49.433333,CAT 100,WC95
K288520,F,30,13.8,CAT 100,WC95
K288530,F,60,17.166667,CAT 100,WC95
K288540,M,27,30.766667,CAT 100,BS110
K288550,F,14,28.8,CAT 100,WC95
K288560,F,34,56.633333,CAT 100,WC95
K288570,M,25,47.133333,CAT 100,BS110
K288580,M,50,51.066667,CAT 100,BS110
K288610,M,27,57.366667,CAT 100,BS110
K288630,F,53,55.333333,CAT 100,WC95
K288640,M,21,39.933333,CAT 100,S50
K288650,M,35,50.4,CAT 100,BS110
K288660,M,33,32.4,CAT 100,S50
K288680,M,14,30.566667,CAT 100,S50
K288690,F,31,39.833333,CAT 100,WC95
K288700,F,20,39.866667,CAT 100,WC95
K288710,M,14,27.5,CAT 100,S50
K288720,M,46,21.966667,CAT 100,S50
K288730,F,27,12.566667,CAT 100,WC95
K288740,F,26,49.533333,CAT 100,WC95
K288760,F,39,16.566667,CAT 100,CAS30
K288770,F,48,10.733333,CAT 100,WC95
K288780,M,28,40.466667,CAT 100,S50
K288800,F,41,23.833333,CAT 100,BS110
K288810,M,18,41.766667,CAT 100,S50
K288820,M,25,57.2,CAT 100,S50
K288830,F,28,40.5,CAT 100,BS110
K288840,F,45,13.066667,CAT 100,WC95
K288850,F,39,17.366667,CAT 100,WC95
K288880,F,19,52.4,CAT 100,BS110
K288890,M,44,13.433333,CAT 100,S50
K288900,F,43,56.4,CAT 100,WC95
K288920,F,32,47.166667,CAT 100,BS110
K288930,M,12,14.133333,CAT 100,BS110
K288940,F,18,48.7,CAT 100,WC95
K288950,M,14,14.566667,CAT 100,S50
K288960,M,51,27.8,CAT 100,BS110
K288970,F,35,20.8,CAT 100,WC95
K288990,M,29,40.7,CAT 100,S50
K289000,M,41,16.166667,CAT 100,BS110
K289030,F,14,10.7,CAT 100,WC95
K289040,M,28,44.466667,CAT 100,S50
K289050,F,31,57.8,CAT 100,BS110
K289060,M,23,54.933333,CAT 100,BS110
K289070,F,47,19.566667,CAT 100,WC95
K289080,F,51,25.666667,CAT 100,WC95
K289090,M,40,17.633333,CAT 100,BS110
K289110,F,53,11.733333,CAT 100,WC95
K289120,M,17,54.866667,CAT 100,S50
K289130,M,37,54,CAT 100,S50
K289150,M,14,31.533333,CAT 100,CAS30
K289160,M,12,47.133333,CAT 100,S50
K289170,M,35,48.3,CAT 100,S50
K289190,F,28,12.933333,CAT 100,BS110
K289200,F,27,43.866667,CAT 100,BS110
K289210,M,24,34,CAT 100,BS110
K289220,F,15,35.133333,CAT 100,WC95
K289230,M,45,51.666667,CAT 100,S50
K289240,F,24,29.3,CAT 100,WC95
K289250,F,13,25.4,CAT 100,WC95
K289260,M,24,48.4,CAT 100,S50
K289280,M,28,46.633333,CAT 100,S50
K289290,M,47,46.133333,CAT 100,S50
K289300,F,50,17.5,CAT 100,BS110
K289310,M,17,17.3,CAT 100,S50
K289320,F,38,11.033333,CAT 100,WC95
K289330,F,25,51.866667,CAT 100,WC95
K289340,F,25,28.4,CAT 100,BS110
K289350,M,14,38.466667,CAT 100,S50
K289370,F,31,47.2,CAT 100,WC95
K289390,F,33,49.066667,CAT 100,WC95
K289400,F,27,38.433333,CAT 100,WC95
K289410,F,29,45.233333,CAT 100,WC95
K289420,F,31,9.733333,CAT 100,BS110
K289430,F,52,20.166667,CAT 100,WC95
K289440,F,43,56.733333,CAT 100,WC95
K289450,F,31,20.366667,CAT 100,WC95
K289460,F,56,49.766667,CAT 100,WC95
K289470,M,23,41.3,CAT 100,BS110
K289480,M,61,23.333333,CAT 100,S50
K289500,F,34,21.633333,CAT 100,CAS30
K289510,M,18,55.8,CAT 100,S50
K289520,F,24,41.633333,CAT 100,WC95
K289530,M,20,19.233333,CAT 100,S50
K289540,M,38,48.033333,CAT 100,S50
K289550,M,42,52.266667,CAT 100,S50
K289560,F,42,14.633333,CAT 100,WC95
K289580,F,79,28.1,CAT 100,WC95
K289590,F,28,46.766667,CAT 100,CAS30
K289600,M,27,16.433333,CAT 100,BS110
K289620,F,32,31.8,CAT 100,WC95
K289630,F,49,46.333333,CAT 100,WC95
K289640,M,27,11.866667,CAT 100,S50
K289680,F,21,36.633333,CAT 100,WC95
K289690,M,21,21.466667,CAT 100,CAS30
K289700,M,42,42.9,CAT 100,BS110
K289710,M,38,50.433333,CAT 100,S50
K289730,F,55,32.6,CAT 100,WC95
K289750,M,18,40.066667,CAT 100,S50
K289760,M,37,16.9,CAT 100,S50
K289770,F,17,36.5,CAT 100,WC95
K289790,F,30,10.333333,CAT 100,WC95
K289800,F,27,10.1,CAT 100,WC95
K289810,M,43,56.066667,CAT 100,BS110
K289840,M,34,57.6,CAT 100,S50
K289850,F,23,18.1,CAT 100,WC95
K289860,M,13,30.533333,CAT 100,S50
K289880,M,44,11.866667,CAT 100,S50
K289890,F,14,45.233333,CAT 100,WC95
K289900,M,13,17.4,CAT 100,S50
K289920,F,14,51.3,CAT 100,WC95
K289930,M,31,27.133333,CAT 100,BS110
K289940,M,43,42.1,CAT 100,S50
K289950,F,52,13.8,CAT 100,BS110
K289980,M,30,54.833333,CAT 100,S50
K289990,F,69,46.8,CAT 100,WC95
K290000,F,19,18.2,CAT 100,WC95
K290010,F,23,51,CAT 100,BS110
K290020,M,37,11.933333,CAT 100,BS110
K290030,M,44,33.466667,CAT 100,S50
K290040,F,36,22.9,CAT 100,WC95
K290050,F,19,30.166667,CAT 100,WC95
K290060,M,29,46.166667,CAT 100,BS110
K290070,M,22,40.666667,CAT 100,BS110
K290090,M,35,48.566667,CAT 100,S50
K290100,F,25,11.3,CAT 100,BS110
K290120,F,25,56.333333,CAT 100,CAS30
K290150,F,31,17.8,CAT 100,WC95
K290160,M,35,50.033333,CAT 100,S50
K290170,F,13,35.566667,CAT 100,BS110
K290180,F,13,22.833333,CAT 100,BS110
K290190,F,27,36.6,CAT 100,BS110
K290200,M,36,58.066667,CAT 100,S50
K290210,M,17,52.133333,CAT 100,S50
K290220,M,45,53.9,CAT 100,S50
K290230,M,21,31,CAT 100,S50
K290240,F,20,54.066667,CAT 100,BS110
K290250,F,28,50.633333,CAT 100,WC95
K290260,M,21,24,CAT 100,S50
K290270,F,15,51.766667,CAT 100,WC95
K290280,F,22,36.1,CAT 100,BS110
K290290,F,20,25.533333,CAT 100,BS110
K290300,F,16,49.6,CAT 100,BS110
K290310,M,13,34.7,CAT 100,S50
K290320,F,32,49.8,CAT 100,WC95
K290340,F,27,35.733333,CAT 100,BS110
K290390,M,19,15.966667,CAT 100,BS110
K290400,M,13,42.166667,CAT 100,S50
K290410,M,25,15.933333,CAT 100,S50
K290420,F,12,57.2,CAT 100,WC95
K290430,F,51,12.133333,CAT 100,WC95
K290440,F,48,56.2,CAT 100,BS110
K290450,F,40,54.8,CAT 100,BS110
K290460,F,22,52.733333,CAT 100,BS110
K290480,M,56,26.433333,CAT 100,BS110
